"aspect","rating","raw_text","cleaned_text"
"library_facilities",-1,"books are not available","books available"
"library_facilities",1,"librery facilities are excellent","librery facilities excellent"
"library_facilities",-1,"Very rough handling","rough handling"
"library_facilities",1,"good","good"
"library_facilities",1,"library facilites are good","library facilites good"
"library_facilities",0,"yeah quite well but ... some of the books are not available","yeah quite well books available"
"library_facilities",1,"library facilities is good","library facilities good"
"library_facilities",1,"good","good"
"library_facilities",1,"library facilty is good","library facilty good"
"library_facilities",1,"super","super"
"library_facilities",1,"Library facilities are good, it maintains silence there and makes good environment to study but sometimes it goes very strict which is not required according to me.","library facilities good maintains silence makes good environment study sometimes goes strict required according"
"library_facilities",0,"uncertain","uncertain"
"library_facilities",1,"I like reading books in Library","like reading books library"
"library_facilities",1,"i felt its better because there is no problem from library facilities","felt better problem library facilities"
"library_facilities",0,"Average","average"
"library_facilities",0,"Excellent     but sometimes lack of books especially during exam times","excellent sometimes lack books especially exam times"
"library_facilities",0,"libary is giving a lot to us  but we are not getting it","libary giving lot us getting"
"library_facilities",1,"excellent","excellent"
"library_facilities",0,"i've never went to library in lpu.so,i don't know about that.","ive never went library lpusoi dont know"
"library_facilities",0,"I don't know abt that bcoz i didn't go to library till now.","dont know abt bcoz didnt go library till"
"library_facilities",1,"facilities are good to overcome one's need","facilities good overcome ones need"
"library_facilities",1,"good","good"
"library_facilities",-1,"Required text books are not available to every student","required text books available every student"
"library_facilities",1,"Its good","good"
"library_facilities",0,"library facilities are excellent...but only limited books are available ..so books should be increased.","library facilities excellentbut limited books available books increased"
"library_facilities",1,"good","good"
"library_facilities",-1,"The library has insufficent number of books for all the students","library insufficent number books students"
"library_facilities",1,"very good there we can find several course books and we can find several reference books also...","good find several course books find several reference books also"
"library_facilities",0,"Library is vast and has got wide variety of books But I think more number of specimen copies of books should be made available","library vast got wide variety books think number specimen copies books made available"
"library_facilities",1,"good","good"
"library_facilities",1,"fine","fine"
"library_facilities",1,"good","good"
"library_facilities",0,"VERY NICE....BUT BOOKS ARE NOT AVAILABE EVERY TIME","nicebut books availabe every time"
"library_facilities",1,"They are good.","good"
"library_facilities",1,"IT IS ALSO GOOD","also good"
"library_facilities",0,"good","good"
"library_facilities",-1,"library facilities are not good.They are not following the rules( they are using phones in library).","library facilities goodthey following rules using phones library"
"library_facilities",1,"They are good","good"
"library_facilities",1,"We have a good library with all facalities.","good library facalities"
"library_facilities",-1,"THEY IS NO PROBLEM WITH THEM","problem"
"extracurricular",1,"extracurricular activities are excellent and provides best platform to students.","extracurricular activities excellent provides best platform students"
"extracurricular",1,"Good","good"
"extracurricular",1,"Extra curricular activities also help students to divert their mind from their study for some time. University plays an important role in this task.","extra curricular activities also help students divert mind study time university plays important role task"
"extracurricular",-1,"Complete wastage of time. Again this opinion is strictly personal and may not coincide with others.","complete wastage time opinion strictly personal may coincide others"
"extracurricular",1,"extracurricular activities increases mental and physical abilities","extracurricular activities increases mental physical abilities"
"extracurricular",1,"Yes","yes"
"extracurricular",0,"No views","views"
"extracurricular",0,"No idea about the extracurricular activities.","idea extracurricular activities"
"extracurricular",1,"Good it provides a great platform","good provides great platform"
"extracurricular",1,"Good it provides a great platform","good provides great platform"
"extracurricular",1,"While coming to extracurriculum activities it's better than any other university which I had come around.","coming extracurriculum activities better university come around"
"extracurricular",1,"Awesome","awesome"
"extracurricular",1,"ok","ok"
"extracurricular",1,"This university is no1 in terms of extracurricular activities and in encouraging students to participate at their comfort levels.","university no1 terms extracurricular activities encouraging students participate comfort levels"
"extracurricular",1,"Good","good"
"extracurricular",1,"Good","good"
"extracurricular",1,"Great job","great job"
"extracurricular",1,"excellent","excellent"
"extracurricular",1,"Its give various opportunities and exposure","give various opportunities exposure"
"extracurricular",0,"This is really a good thing that events happen in our university regularly but they must be announced early so that every student can prepare themselves for participation because sometimes we get to know about most of the events when they have already been conducted. So announcement must be there.","really good thing events happen university regularly must announced early every student prepare participation sometimes get know events already conducted announcement must"
"extracurricular",1,"Good.","good"
"extracurricular",1,"Good","good"
"extracurricular",1,"Good","good"
"extracurricular",1,"extracurricular activities held in university are necessary it provides student a platform where they can improve and groom them.","extracurricular activities held university necessary provides student platform improve groom"
"extracurricular",1,"Good it provides a great platform","good provides great platform"
"extracurricular",1,"Good","good"
"extracurricular",1,"They are really very intersting. All the students enjoys alot and get a chance to showcase there talent","really intersting students enjoys alot get chance showcase talent"
"extracurricular",1,"Good","good"
"extracurricular",1,"Awesome","awesome"
"extracurricular",1,"its good for refreshment","good refreshment"
"extracurricular",1,"It's appreciable
Students who are having interest in co curricular activities, getting a good platform","appreciable students interest co curricular activities getting good platform"
"extracurricular",1,"All good","good"
"extracurricular",0,"Good but lacks audience.....as only participants can see these activities on duty leave basis","good lacks audienceas participants see activities duty leave basis"
"extracurricular",1,"Perfect","perfect"
"extracurricular",1,"All the activities are gud and appropriate for students","activities gud appropriate students"
"extracurricular",1,"very good","good"
"extracurricular",0,"Thats good but the problm is whenever in university the functions like one india, one world are held we are not alowed to go because we have to attend the classes and if we miss the classes we will gona loose the attendence and everyone knows in lpu attendnce is very important. 
Thanx","thats good problm whenever university functions like one india one world held alowed go attend classes miss classes gona loose attendence everyone knows lpu attendnce important thanx"
"extracurricular",-1,"Chance to go and enjoy should be given.I think it should be off when any activity like One India is there to go and enjoy.Otherwise everything is good.","chance go enjoy giveni think activity like one india go enjoyotherwise everything good"
"extracurricular",1,"very good","good"
"extracurricular",-1,"extracurricular activies should be held when there are no classes for the students to attend so that every student can enjoy and participate in the events","extracurricular activies held classes students attend every student enjoy participate events"
"extracurricular",1,"Good","good"
"extracurricular",1,"Good","good"
"extracurricular",1,"Good","good"
"extracurricular",1,"Good","good"
"extracurricular",1,"Good","good"
"extracurricular",1,"they are amazing and help to boost our stamina.","amazing help boost stamina"
"extracurricular",1,"increasing confidence","increasing confidence"
"extracurricular",0,"average","average"
"extracurricular",1,"best","best"
"extracurricular",1,"good","good"
"extracurricular",1,"good","good"
"extracurricular",1,"good","good"
"extracurricular",1,"ok","ok"
"extracurricular",1,"good","good"
"extracurricular",0,"average","average"
"extracurricular",1,"extracurricular activities are good.","extracurricular activities good"
"extracurricular",0,"good it is, but teachers do not consider the new ones.","good teachers consider new ones"
"extracurricular",1,"it is good","good"
"extracurricular",1,"extracurrcular activities held in university is good.","extracurrcular activities held university good"
"extracurricular",1,"super, the extracurricular activities held in university. So that student can show the efforts in other fields.","super extracurricular activities held university student show efforts fields"
"extracurricular",1,"good and ample number of extracurricular activities take place","good ample number extracurricular activities take place"
"extracurricular",1,"good","good"
"extracurricular",0,"they are good but they should give exposure to more students and not the same.","good give exposure students"
"extracurricular",1,"excellent","excellent"
"extracurricular",0,"I donot participate","donot participate"
"extracurricular",0,"I donot participate","donot participate"
"extracurricular",1,"all are enough","enough"
"extracurricular",1,"all activities are good","activities good"
"extracurricular",1,"good","good"
"extracurricular",1,"More than best","best"
"extracurricular",1,"Its upto mark and very efficiently held in our university","upto mark efficiently held university"
"extracurricular",1,"Good","good"
"extracurricular",1,"provides good platform to interested students","provides good platform interested students"
"extracurricular",-1,"no comments. Because when you participiate you get reappear or backlog and no time is given for exam preparation","comments participiate get reappear backlog time given exam preparation"
"extracurricular",-1,"the activities are very good but no time is given to students for participation, so its of no use","activities good time given students participation use"
"extracurricular",0,"average","average"
"extracurricular",1,"lot of activities and students get exposure in games.","lot activities students get exposure games"
"extracurricular",1,"too many activities are conducted and student get ample amount of opportunities to participate","many activities conducted student get ample amount opportunities participate"
"extracurricular",1,"they are going excellent","going excellent"
"extracurricular",1,"good","good"
"extracurricular",1,"good","good"
"extracurricular",1,"good","good"
"extracurricular",1,"excellent","excellent"
"extracurricular",0,"not much interested","much interested"
"extracurricular",1,"very good","good"
"extracurricular",1,"Excellent","excellent"
"extracurricular",-1,"bcoz of lectures..we don't get time to participate..","bcoz lectureswe dont get time participate"
"extracurricular",1,"good","good"
"extracurricular",0,"Average","average"
"extracurricular",1,"good","good"
"extracurricular",1,"Good","good"
"extracurricular",1,"Good","good"
"extracurricular",1,"good.","good"
"extracurricular",1,"very good","good"
"extracurricular",-1,"i also want to participate in that activities but i can't take part in those activities because I'm a day scholar","also want participate activities cant take part activities im day scholar"
"extracurricular",1,"Extracurricular activities are good and provide a  good platform.","extracurricular activities good provide good platform"
"extracurricular",1,"good","good"
"extracurricular",1,"It is good","good"
"extracurricular",1,"good","good"
"extracurricular",1,"good","good"
"extracurricular",1,"Good","good"
"extracurricular",1,"Excellent","excellent"
"extracurricular",1,"that's  great","thats great"
"extracurricular",1,"best","best"
"extracurricular",0,"hahahah","hahahah"
"extracurricular",1,"very good it is a good oppurtunities to many students","good good oppurtunities many students"
"extracurricular",1,"there are many oppertunities for students .. its all upon students about how they utilize them.","many oppertunities students upon students utilize"
"extracurricular",1,"excellent","excellent"
"extracurricular",1,"excellent","excellent"
"extracurricular",1,"good","good"
"extracurricular",1,"good","good"
"extracurricular",0,"average","average"
"extracurricular",1,"It is excellent.","excellent"
"extracurricular",0,"Poor","poor"
"extracurricular",1,"some of the universities not conducted any extracurricular activities but in our university doing these it is good for our feature","universities conducted extracurricular activities university good feature"
"extracurricular",1,"good","good"
"extracurricular",1,"IT IS VERY MUCH USEFUL AND WE CAN PARTICIPATE IN OUR INTERESTS","much useful participate interests"
"extracurricular",1,"very good","good"
"extracurricular",1,"excelent","excelent"
"extracurricular",1,"Quite a lot of events are organized and students have a all round growth which is a nice thing.","quite lot events organized students round growth nice thing"
"extracurricular",1,"very good","good"
"extracurricular",-1,"Activities are not up to the mark as  advertisement.","activities mark advertisement"
"extracurricular",1,"very well","well"
"extracurricular",1,"good","good"
"extracurricular",1,"Excellent","excellent"
"extracurricular",0,"It's good but we don't get sufficient time for participating in that activities","good dont get sufficient time participating activities"
"extracurricular",1,"unbiased","unbiased"
"extracurricular",1,"LPU gives the best opportunity for the students to show their talent.","lpu gives best opportunity students show talent"
"extracurricular",1,"these are very usefull to students .excellent","usefull students excellent"
"extracurricular",0,"there are lot of extracurricular activites held in university but so many of them are unknown to us ,the problem is there is no such ad's viewed to us
my rating is 3/5","lot extracurricular activites held university many unknown us problem ads viewed us rating 35"
"extracurricular",1,"these are very use full to the sudents forphysical activity and improvement of knowledge","use full sudents forphysical activity improvement knowledge"
"extracurricular",1,"good","good"
"extracurricular",-1,"Sometimes study burden is that much that we can not participate in these activities ...there should b one activity complusory for every student like all other courses","sometimes study burden much participate activities b one activity complusory every student like courses"
"extracurricular",1,"excellent","excellent"
"extracurricular",1,"it helps in building up university's reputation.","helps building universitys reputation"
"extracurricular",1,"good","good"
"extracurricular",1,"It was quite great and unique.","quite great unique"
"extracurricular",1,"EXTRAORDINARY","extraordinary"
"extracurricular",1,"they are good","good"
"extracurricular",1,"it was quite great and unique","quite great unique"
"extracurricular",1,"Very good","good"
"extracurricular",1,"good","good"
"extracurricular",1,"it is relly awesome,extirdinary and marvellous but no time to attend","relly awesomeextirdinary marvellous time attend"
"extracurricular",1,"good","good"
"extracurricular",1,"good","good"
"extracurricular",1,"good","good"
"extracurricular",1,"nice","nice"
"extracurricular",1,"good","good"
"extracurricular",1,"that is only good in this university","good university"
"extracurricular",1,"good","good"
"extracurricular",1,"excellent..... u r the best in providing facilties and etc .. for extra curricular activities","excellent u r best providing facilties etc extra curricular activities"
"extracurricular",1,"extracurricular activities are also good","extracurricular activities also good"
"extracurricular",1,"excellent","excellent"
"extracurricular",1,"university offers alkot of activities which is excellent on their part as students are able to explore themselves","university offers alkot activities excellent part students able explore"
"extracurricular",1,"super","super"
"extracurricular",1,"Extracurricular activities are good. It helps people to know their talent and build up their skills.","extracurricular activities good helps people know talent build skills"
"extracurricular",1,"good","good"
"extracurricular",1,"I am really enjoying","really enjoying"
"extracurricular",1,"i felt happy because it encourages our talents","felt happy encourages talents"
"extracurricular",1,"Excellent","excellent"
"extracurricular",1,"Outstanding","outstanding"
"extracurricular",1,"better","better"
"extracurricular",1,"excellent  simply superb","excellent simply superb"
"extracurricular",-1,"before coming to lpu i thought sports were very good n encouraging.but, there are many politics in sports especially in cricket.","coming lpu thought sports good n encouragingbut many politics sports especially cricket"
"extracurricular",-1,"not every one is getting opportunities here only recommended students getting.","every one getting opportunities recommended students getting"
"extracurricular",1,"it seems to me very good since it is a good source of interaction with other and to built a leadership quilities and to overcome our faults.","seems good since good source interaction built leadership quilities overcome faults"
"extracurricular",1,"They are sportive","sportive"
"extracurricular",1,"One of the best things I like about this university. The best of all.","one best things like university best"
"extracurricular",1,"They are extraordinary","extraordinary"
"extracurricular",1,"extra curricular are so good. university is providing many pathways to many students....apart from education","extra curricular good university providing many pathways many studentsapart education"
"extracurricular",1,"good","good"
"extracurricular",1,"good they are knowledgebale and helps us interacting with other students","good knowledgebale helps us interacting students"
"extracurricular",1,"in this university there is lot of events and lot of extra curriclar activities....","university lot events lot extra curriclar activities"
"extracurricular",1,"Excellent","excellent"
"extracurricular",1,"The best","best"
"extracurricular",1,"good..","good"
"extracurricular",1,"excllent","excllent"
"extracurricular",-1,"VERY HIGH......NEED TO TAKE DOWN SOME ACCITIVTIES ................................NOISE POLLITION IN THE UNIVERSITY  ALWAYS A BIG PROBLEM.","highneed take accitivties noise pollition university always big problem"
"extracurricular",1,"Yes.","yes"
"extracurricular",1,"VERY GOOD","good"
"extracurricular",1,"they all are held in super","held super"
"extracurricular",1,"good","good"
"extracurricular",1,"the extracurricular activities held in university  are very enjoyable and good","extracurricular activities held university enjoyable good"
"extracurricular",1,"Our university has lot of extracurricular going on and it helps us a lot.","university lot extracurricular going helps us lot"
"extracurricular",1,"IT IS THE BEST THING IN THIS UNIVERSITY I LIKE IT","best thing university like"
